100000,1000,0.110007
100000,1000,0.100213
100000,1000,0.101602
100000,1000,0.111294
100000,1000,0.145283
100000,1000,0.116762
100000,1000,0.133175
100000,1000,0.126884
100000,1000,0.151021
100000,1000,0.146245
100000,2000,0.254866
100000,2000,0.254043
100000,2000,0.223908
100000,2000,0.228579
100000,2000,0.233193
100000,2000,0.233386
100000,2000,0.224652
100000,2000,0.247106
100000,2000,0.29729
100000,2000,0.242504
100000,3000,0.330659
100000,3000,0.322912
100000,3000,0.336606
100000,3000,0.345164
100000,3000,0.313753
100000,3000,0.332436
100000,3000,0.327176
100000,3000,0.317636
100000,3000,0.345792
100000,3000,0.33587
100000,4000,0.439617
100000,4000,0.434526
100000,4000,0.46083
100000,4000,0.423779
100000,4000,0.438164
100000,4000,0.42696
100000,4000,0.442862
100000,4000,0.483423
100000,4000,0.514723
100000,4000,0.450273
100000,5000,0.533904
100000,5000,0.60582
100000,5000,0.554383
100000,5000,0.562612
100000,5000,0.650555
100000,5000,0.601167
100000,5000,0.552547
100000,5000,0.644469
100000,5000,0.625563
100000,5000,0.630448
200000,1000,0.371414
200000,1000,0.41785
200000,1000,0.409923
200000,1000,0.402898
200000,1000,0.416038
200000,1000,0.438747
200000,1000,0.361842
200000,1000,0.343047
200000,1000,0.338631
200000,1000,0.336384
200000,2000,0.658369
200000,2000,0.703392
200000,2000,0.691847
200000,2000,0.695195
200000,2000,0.691577
200000,2000,0.676733
200000,2000,0.680747
200000,2000,0.707597
200000,2000,0.712016
200000,2000,0.675167
200000,3000,1.01717
200000,3000,1.02048
200000,3000,1.03877
200000,3000,1.04548
200000,3000,1.03178
200000,3000,1.03317
200000,3000,1.03028
200000,3000,1.02214
200000,3000,1.00954
200000,3000,1.01688
200000,4000,1.43429
200000,4000,1.434
200000,4000,1.40826
200000,4000,1.36061
200000,4000,1.35288
200000,4000,1.36523
200000,4000,1.35957
200000,4000,1.35714
200000,4000,1.38974
200000,4000,1.34724
200000,5000,1.67715
200000,5000,1.67052
200000,5000,1.67274
200000,5000,1.69396
200000,5000,1.67499
200000,5000,1.67883
200000,5000,1.69381
200000,5000,1.64999
200000,5000,1.68907
200000,5000,1.66868
300000,1000,0.575458
300000,1000,0.594084
300000,1000,0.571973
300000,1000,0.584969
300000,1000,0.58026
300000,1000,0.590002
300000,1000,0.578465
300000,1000,0.574502
300000,1000,0.594983
300000,1000,0.585263
300000,2000,1.17996
300000,2000,1.24327
300000,2000,1.17042
300000,2000,1.16432
300000,2000,1.17149
300000,2000,1.189
300000,2000,1.17752
300000,2000,1.16899
300000,2000,1.17655
300000,2000,1.17845
300000,3000,1.7199
300000,3000,1.7202
300000,3000,1.73061
300000,3000,1.73188
300000,3000,1.71636
300000,3000,1.72706
300000,3000,1.7217
300000,3000,1.72237
300000,3000,1.74597
300000,3000,1.71017
300000,4000,2.25416
300000,4000,2.24831
300000,4000,2.26962
300000,4000,2.25874
300000,4000,2.24418
300000,4000,2.22982
300000,4000,2.26873
300000,4000,2.28186
300000,4000,2.2656
300000,4000,2.24344
300000,5000,2.78889
300000,5000,2.90812
300000,5000,2.82186
300000,5000,2.82646
300000,5000,2.92373
300000,5000,2.81669
300000,5000,2.78531
300000,5000,2.78081
300000,5000,2.78144
300000,5000,2.91599
400000,1000,0.848409
400000,1000,0.858184
400000,1000,0.814922
400000,1000,0.801288
400000,1000,0.823666
400000,1000,0.807844
400000,1000,0.827126
400000,1000,0.841967
400000,1000,0.863107
400000,1000,0.844466
400000,2000,1.65579
400000,2000,1.65721
400000,2000,1.6865
400000,2000,1.69071
400000,2000,1.62064
400000,2000,1.73835
400000,2000,1.68397
400000,2000,1.67952
400000,2000,1.68163
400000,2000,1.68306
400000,3000,2.46727
400000,3000,2.49481
400000,3000,2.49132
400000,3000,2.48627
400000,3000,2.39669
400000,3000,2.43074
400000,3000,2.51393
400000,3000,2.4988
400000,3000,2.48408
400000,3000,2.49455
400000,4000,3.10762
400000,4000,3.12572
400000,4000,3.24294
400000,4000,3.09745
400000,4000,3.21058
400000,4000,3.1788
400000,4000,3.08634
400000,4000,3.10841
400000,4000,3.31049
400000,4000,3.3483
400000,5000,4.08237
400000,5000,4.04486
400000,5000,4.11076
400000,5000,3.82275
400000,5000,4.05238
400000,5000,4.06453
400000,5000,4.07383
400000,5000,4.0544
400000,5000,3.87136
400000,5000,4.32737
500000,1000,1.02832
500000,1000,1.03825
500000,1000,1.03651
500000,1000,1.01859
500000,1000,1.09215
500000,1000,1.0406
500000,1000,1.07823
500000,1000,1.02807
500000,1000,1.02846
500000,1000,1.02156
500000,2000,2.02097
500000,2000,2.06543
500000,2000,2.12568
500000,2000,2.00874
500000,2000,1.99626
500000,2000,2.02618
500000,2000,1.98531
500000,2000,2.01193
500000,2000,1.99558
500000,2000,1.99973
500000,3000,2.99866
500000,3000,2.95777
500000,3000,2.9796
500000,3000,2.92955
500000,3000,2.94679
500000,3000,2.92201
500000,3000,2.97941
500000,3000,2.95245
500000,3000,2.94713
500000,3000,2.94314
500000,4000,3.90775
500000,4000,3.88134
500000,4000,3.95342
500000,4000,3.94246
500000,4000,3.90834
500000,4000,3.91719
500000,4000,3.86945
500000,4000,3.90865
500000,4000,3.86659
500000,4000,3.89513
500000,5000,4.80592
500000,5000,4.83147
500000,5000,5.36799
500000,5000,4.82558
500000,5000,5.16436
500000,5000,4.99666
500000,5000,4.8322
500000,5000,4.84017
500000,5000,4.81142
500000,5000,4.96456
