100000,1000,0.251906,2
100000,1000,0.250857,2
100000,1000,0.254169,2
100000,1000,0.259857,2
100000,1000,0.264814,2
100000,1000,0.258517,2
100000,1000,0.258706,2
100000,1000,0.265722,2
100000,1000,0.262756,2
100000,1000,0.261185,2
100000,1000,0.31215,4
100000,1000,0.323319,4
100000,1000,0.312119,4
100000,1000,0.312464,4
100000,1000,0.304311,4
100000,1000,0.311115,4
100000,1000,0.312371,4
100000,1000,0.307659,4
100000,1000,0.310475,4
100000,1000,0.308322,4
100000,1000,0.417834,8
100000,1000,0.426311,8
100000,1000,0.426581,8
100000,1000,0.424856,8
100000,1000,0.406873,8
100000,1000,0.409103,8
100000,1000,0.427579,8
100000,1000,0.414286,8
100000,1000,0.438526,8
100000,1000,0.423554,8
100000,1000,0.533196,12
100000,1000,0.549551,12
100000,1000,0.536356,12
100000,1000,0.55085,12
100000,1000,0.524257,12
100000,1000,0.536483,12
100000,1000,0.531369,12
100000,1000,0.537516,12
100000,1000,0.54156,12
100000,1000,0.536085,12
100000,1000,0.65141,16
100000,1000,0.633457,16
100000,1000,0.645707,16
100000,1000,0.612775,16
100000,1000,0.6418,16
100000,1000,0.615964,16
100000,1000,0.650198,16
100000,1000,0.616426,16
100000,1000,0.641563,16
100000,1000,0.61186,16
100000,1000,1.02195,32
100000,1000,0.984678,32
100000,1000,0.982457,32
100000,1000,0.991728,32
100000,1000,1.01632,32
100000,1000,1.02006,32
100000,1000,1.00434,32
100000,1000,0.990973,32
100000,1000,1.01151,32
100000,1000,1.00886,32
100000,2000,0.511967,2
100000,2000,0.510149,2
100000,2000,0.51227,2
100000,2000,0.508946,2
100000,2000,0.517495,2
100000,2000,0.508295,2
100000,2000,0.507958,2
100000,2000,0.508109,2
100000,2000,0.508796,2
100000,2000,0.508823,2
100000,2000,0.61084,4
100000,2000,0.617468,4
100000,2000,0.612677,4
100000,2000,0.616314,4
100000,2000,0.620901,4
100000,2000,0.615627,4
100000,2000,0.625434,4
100000,2000,0.614728,4
100000,2000,0.619923,4
100000,2000,0.62009,4
100000,2000,0.842382,8
100000,2000,0.819872,8
100000,2000,0.830498,8
100000,2000,0.814609,8
100000,2000,0.824279,8
100000,2000,0.819602,8
100000,2000,0.810876,8
100000,2000,0.811713,8
100000,2000,0.846106,8
100000,2000,0.845974,8
100000,2000,1.05499,12
100000,2000,1.05718,12
100000,2000,1.04253,12
100000,2000,1.0343,12
100000,2000,1.03588,12
100000,2000,1.02456,12
100000,2000,1.04207,12
100000,2000,1.04291,12
100000,2000,1.04223,12
100000,2000,1.03867,12
100000,2000,1.24863,16
100000,2000,1.233,16
100000,2000,1.25014,16
100000,2000,1.23925,16
100000,2000,1.24647,16
100000,2000,1.2261,16
100000,2000,1.26914,16
100000,2000,1.23328,16
100000,2000,1.23796,16
100000,2000,1.23275,16
100000,2000,1.88672,32
100000,2000,1.90896,32
100000,2000,1.87993,32
100000,2000,1.88541,32
100000,2000,1.8897,32
100000,2000,1.90278,32
100000,2000,1.91009,32
100000,2000,1.98404,32
100000,2000,1.88026,32
100000,2000,1.87725,32
100000,3000,0.739272,2
100000,3000,0.744268,2
100000,3000,0.740367,2
100000,3000,0.737899,2
100000,3000,0.73361,2
100000,3000,0.736911,2
100000,3000,0.732977,2
100000,3000,0.732547,2
100000,3000,0.726717,2
100000,3000,0.729453,2
100000,3000,0.886639,4
100000,3000,0.902073,4
100000,3000,0.904791,4
100000,3000,0.896624,4
100000,3000,0.904473,4
100000,3000,0.897299,4
100000,3000,0.895521,4
100000,3000,0.892128,4
100000,3000,0.891472,4
100000,3000,0.889338,4
100000,3000,1.2004,8
100000,3000,1.20417,8
100000,3000,1.23484,8
100000,3000,1.21286,8
100000,3000,1.20174,8
100000,3000,1.225,8
100000,3000,1.21134,8
100000,3000,1.21557,8
100000,3000,1.21443,8
100000,3000,1.2329,8
100000,3000,1.53961,12
100000,3000,1.51827,12
100000,3000,1.53345,12
100000,3000,1.51846,12
100000,3000,1.53208,12
100000,3000,1.56001,12
100000,3000,1.52255,12
100000,3000,1.53281,12
100000,3000,1.53231,12
100000,3000,1.52433,12
100000,3000,1.82868,16
100000,3000,1.84243,16
100000,3000,1.82636,16
100000,3000,1.83662,16
100000,3000,1.84559,16
100000,3000,1.82332,16
100000,3000,1.82615,16
100000,3000,1.85348,16
100000,3000,1.83187,16
100000,3000,1.90235,16
100000,3000,2.89486,32
100000,3000,2.89565,32
100000,3000,2.91236,32
100000,3000,2.98811,32
100000,3000,2.90301,32
100000,3000,2.95695,32
100000,3000,2.97241,32
100000,3000,2.849,32
100000,3000,2.87205,32
100000,3000,2.87039,32
100000,4000,0.976765,2
100000,4000,0.976587,2
100000,4000,0.973264,2
100000,4000,0.972045,2
100000,4000,0.976273,2
100000,4000,0.976082,2
100000,4000,0.970174,2
100000,4000,0.972353,2
100000,4000,0.974779,2
100000,4000,0.972147,2
100000,4000,1.1909,4
100000,4000,1.19165,4
100000,4000,1.17445,4
100000,4000,1.18423,4
100000,4000,1.19686,4
100000,4000,1.18282,4
100000,4000,1.19555,4
100000,4000,1.19476,4
100000,4000,1.18099,4
100000,4000,1.19416,4
100000,4000,1.61531,8
100000,4000,1.60672,8
100000,4000,1.61303,8
100000,4000,1.61809,8
100000,4000,1.61762,8
100000,4000,1.61511,8
100000,4000,1.62058,8
100000,4000,1.59564,8
100000,4000,1.60721,8
100000,4000,1.67243,8
100000,4000,2.0476,12
100000,4000,2.04865,12
100000,4000,2.0512,12
100000,4000,2.02581,12
100000,4000,2.04906,12
100000,4000,2.04886,12
100000,4000,2.05982,12
100000,4000,2.04264,12
100000,4000,2.06815,12
100000,4000,2.05454,12
100000,4000,2.43832,16
100000,4000,2.47075,16
100000,4000,2.42606,16
100000,4000,2.42906,16
100000,4000,2.44977,16
100000,4000,2.5081,16
100000,4000,2.49838,16
100000,4000,2.43766,16
100000,4000,2.43801,16
100000,4000,2.43131,16
100000,4000,3.84317,32
100000,4000,3.75657,32
100000,4000,3.84418,32
100000,4000,3.86164,32
100000,4000,3.85787,32
100000,4000,3.92627,32
100000,4000,3.87787,32
100000,4000,3.78607,32
100000,4000,3.82772,32
100000,4000,3.78946,32
100000,5000,1.21662,2
100000,5000,1.22742,2
100000,5000,1.2192,2
100000,5000,1.21851,2
100000,5000,1.21655,2
100000,5000,1.21341,2
100000,5000,1.21579,2
100000,5000,1.21464,2
100000,5000,1.21309,2
100000,5000,1.21252,2
100000,5000,1.4789,4
100000,5000,1.46908,4
100000,5000,1.50605,4
100000,5000,1.46861,4
100000,5000,1.47613,4
100000,5000,1.47806,4
100000,5000,1.48506,4
100000,5000,1.45834,4
100000,5000,1.48054,4
100000,5000,1.48997,4
100000,5000,2.00468,8
100000,5000,2.01911,8
100000,5000,2.01047,8
100000,5000,2.03099,8
100000,5000,2.05086,8
100000,5000,2.03224,8
100000,5000,2.01846,8
100000,5000,2.01598,8
100000,5000,2.02617,8
100000,5000,2.00558,8
100000,5000,2.56978,12
100000,5000,2.56433,12
100000,5000,2.56729,12
