1229.451000,500,1
1379.356000,500,1
1204.375000,500,1
1165.390000,500,1
2292.453000,500,1
921.327000,500,1
915.325000,500,1
895.331000,500,1
924.323000,500,1
913.342000,500,1
25003.337000,1000,1
24607.449000,1000,1
24134.395000,1000,1
23924.326000,1000,1
23965.394000,1000,1
25011.325000,1000,1
24212.353000,1000,1
23371.376000,1000,1
23703.368000,1000,1
25755.326000,1000,1
87923.538000,1500,1
79433.615000,1500,1
79665.458000,1500,1
79579.558000,1500,1
81035.558000,1500,1
83805.476000,1500,1
83676.506000,1500,1
79099.485000,1500,1
77086.551000,1500,1
77141.652000,1500,1
229207.562000,2000,1
231990.705000,2000,1
245497.540000,2000,1
234133.639000,2000,1
231811.926000,2000,1
232592.565000,2000,1
232481.558000,2000,1
235502.530000,2000,1
236003.806000,2000,1
233494.533000,2000,1
450846.753000,2500,1
451373.782000,2500,1
451236.765000,2500,1
445974.781000,2500,1
423426.718000,2500,1
413305.745000,2500,1
453403.800000,2500,1
465379.052000,2500,1
467901.822000,2500,1
444544.749000,2500,1
782425.935000,3000,1
781664.881000,3000,1
808550.924000,3000,1
858956.866000,3000,1
806897.858000,3000,1
794833.896000,3000,1
906505.846000,3000,1
923787.842000,3000,1
838706.857000,3000,1
780363.861000,3000,1
551.557000,500,2
451.526000,500,2
574.523000,500,2
593.524000,500,2
862.890000,500,2
650.810000,500,2
465.540000,500,2
599.635000,500,2
546.484000,500,2
450.527000,500,2
13282.524000,1000,2
13392.672000,1000,2
12933.632000,1000,2
13042.573000,1000,2
13062.675000,1000,2
13771.675000,1000,2
13352.567000,1000,2
13345.524000,1000,2
12694.542000,1000,2
13398.611000,1000,2
44055.864000,1500,2
39026.804000,1500,2
36451.709000,1500,2
41153.817000,1500,2
40732.780000,1500,2
40025.682000,1500,2
38997.672000,1500,2
43030.689000,1500,2
37338.752000,1500,2
38012.912000,1500,2
114496.710000,2000,2
116667.842000,2000,2
113771.843000,2000,2
115109.861000,2000,2
115846.767000,2000,2
114731.941000,2000,2
131161.880000,2000,2
135021.889000,2000,2
116547.745000,2000,2
110234.709000,2000,2
221592.015000,2500,2
224734.256000,2500,2
245462.202000,2500,2
224961.129000,2500,2
222172.143000,2500,2
218215.056000,2500,2
233488.196000,2500,2
221862.970000,2500,2
221413.995000,2500,2
221831.211000,2500,2
422733.232000,3000,2
419308.377000,3000,2
449601.166000,3000,2
416712.910000,3000,2
423143.475000,3000,2
420917.323000,3000,2
427342.502000,3000,2
421453.281000,3000,2
418631.171000,3000,2
420348.467000,3000,2
498.463000,500,5
421.463000,500,5
419.598000,500,5
424.520000,500,5
441.574000,500,5
432.384000,500,5
433.432000,500,5
512.391000,500,5
438.559000,500,5
532.676000,500,5
8626.369000,1000,5
8323.329000,1000,5
7192.681000,1000,5
8067.415000,1000,5
8712.362000,1000,5
8040.434000,1000,5
8610.515000,1000,5
8159.439000,1000,5
8768.374000,1000,5
8136.621000,1000,5
27366.794000,1500,5
26027.700000,1500,5
26936.637000,1500,5
27963.602000,1500,5
27434.834000,1500,5
26703.748000,1500,5
26824.510000,1500,5
25886.800000,1500,5
27973.954000,1500,5
26867.553000,1500,5
76940.005000,2000,5
77037.955000,2000,5
79499.699000,2000,5
79745.772000,2000,5
79943.822000,2000,5
79161.023000,2000,5
79866.805000,2000,5
77080.029000,2000,5
79455.945000,2000,5
82178.027000,2000,5
157163.367000,2500,5
154497.227000,2500,5
161670.604000,2500,5
157385.205000,2500,5
153158.174000,2500,5
153663.371000,2500,5
154253.561000,2500,5
154748.261000,2500,5
152021.258000,2500,5
165205.319000,2500,5
317295.311000,3000,5
311442.538000,3000,5
288789.006000,3000,5
287367.065000,3000,5
290370.323000,3000,5
306977.432000,3000,5
311766.472000,3000,5
310466.643000,3000,5
311945.496000,3000,5
315402.712000,3000,5
239.389000,500,10
342.163000,500,10
299.931000,500,10
297.134000,500,10
312.093000,500,10
304.336000,500,10
276.219000,500,10
207.926000,500,10
280.032000,500,10
239.974000,500,10
4399.027000,1000,10
4420.351000,1000,10
4173.243000,1000,10
4031.173000,1000,10
4413.501000,1000,10
4442.608000,1000,10
4475.972000,1000,10
4436.034000,1000,10
4459.246000,1000,10
4225.461000,1000,10
15292.663000,1500,10
14947.778000,1500,10
14943.651000,1500,10
14936.146000,1500,10
13722.025000,1500,10
14673.937000,1500,10
14168.260000,1500,10
14557.260000,1500,10
14517.874000,1500,10
14697.311000,1500,10
41727.026000,2000,10
41259.207000,2000,10
42040.224000,2000,10
42622.785000,2000,10
41700.208000,2000,10
41977.246000,2000,10
42162.078000,2000,10
42754.051000,2000,10
42447.586000,2000,10
42138.381000,2000,10
84626.416000,2500,10
84331.964000,2500,10
86967.374000,2500,10
83464.735000,2500,10
83474.259000,2500,10
83362.935000,2500,10
83467.654000,2500,10
83552.823000,2500,10
83474.287000,2500,10
83498.579000,2500,10
160929.257000,3000,10
163320.572000,3000,10
165425.411000,3000,10
162185.272000,3000,10
163220.100000,3000,10
163974.787000,3000,10
162409.569000,3000,10
162708.407000,3000,10
162059.881000,3000,10
163636.711000,3000,10
110.383000,500,20
105.802000,500,20
113.613000,500,20
115.785000,500,20
133.032000,500,20
111.523000,500,20
137.187000,500,20
161.050000,500,20
114.120000,500,20
109.584000,500,20
2234.975000,1000,20
2155.894000,1000,20
2343.617000,1000,20
2223.009000,1000,20
2221.953000,1000,20
2226.584000,1000,20
2229.295000,1000,20
2193.805000,1000,20
2209.301000,1000,20
2106.496000,1000,20
7358.658000,1500,20
7376.691000,1500,20
7317.851000,1500,20
7231.276000,1500,20
7317.253000,1500,20
7443.740000,1500,20
7219.665000,1500,20
7275.653000,1500,20
7247.258000,1500,20
7378.202000,1500,20
21265.626000,2000,20
21100.740000,2000,20
21207.446000,2000,20
21283.224000,2000,20
21461.048000,2000,20
20962.594000,2000,20
21089.195000,2000,20
20908.395000,2000,20
21575.384000,2000,20
20994.950000,2000,20
44172.855000,2500,20
42189.422000,2500,20
42319.044000,2500,20
42012.818000,2500,20
41994.383000,2500,20
42247.393000,2500,20
43937.083000,2500,20
42385.491000,2500,20
43827.525000,2500,20
43704.761000,2500,20
82126.218000,3000,20
81773.319000,3000,20
82007.010000,3000,20
81632.542000,3000,20
82328.059000,3000,20
82716.337000,3000,20
81938.809000,3000,20
82373.273000,3000,20
82199.849000,3000,20
82364.577000,3000,20
69.820000,500,50
63.753000,500,50
61.493000,500,50
70.559000,500,50
66.977000,500,50
66.869000,500,50
78.614000,500,50
73.861000,500,50
70.003000,500,50
63.224000,500,50
887.489000,1000,50
896.332000,1000,50
834.649000,1000,50
903.430000,1000,50
896.166000,1000,50
901.343000,1000,50
895.956000,1000,50
895.840000,1000,50
888.283000,1000,50
900.014000,1000,50
2893.863000,1500,50
2908.557000,1500,50
2931.531000,1500,50
